0,^ WHAT ^ IS ^ IT ^,*,*,Prince Al Hussein Bin Abdullah II College of Information Technology was established in 2001.#Newline            The college aims to provide the local and regional labor markets with highly qualified graduates #Newline            in many fields of information technology#Comma #Newline            including analysis#Comma #Newline            design and application of computer systems#Comma #Newline            software development#Comma software quality control#Comma#Newline            multimedia design#Comma artificial intelligence#Comma #Newline            information processing and management#Comma #Newline            computer networks#Comma information security#Comma #Newline            cybersecurity#Comma data science and other fields.,it.aiml
0,^ WHAT IS THE PURPOSE OF IT FACULTY ^,*,*,The college aims to provide the local and regional labor markets with highly qualified graduates #Newline            in many fields of information technology#Comma #Newline            including analysis#Comma #Newline            design and application of computer systems#Comma #Newline            software development#Comma software quality control#Comma#Newline            multimedia design#Comma artificial intelligence#Comma #Newline            information processing and management#Comma #Newline            computer networks#Comma information security#Comma #Newline            cybersecurity#Comma data science and other fields.,it.aiml
0,^ WHEN THE IT FACULTY ESTABLISHED ^,*,*,Prince Al Hussein Bin Abdullah II College of Information Technology was established in 2001.,it.aiml
0,^ WHY ^ IT CREATED ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ MAIN ^ IT ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ HOW ^ IT ^ CONTRIBUTE ^ JOB ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ FOCUS ^ IT ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ MISSIONS ^ IT ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ FIELDS ^ IT ^ COVER ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ HOW ^ IT ^ ESTABLISHED ^,*,*,<srai>when the it faculty established</srai>,it.aiml
0,^ WHY ^ CHOOSE THE IT ^ FOR ^ STUDIES ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ OPPORTUNITIES ^ IT ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ SIGNIFICANCE ^ IT ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ GOALS ^ IT ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ IN WHICH AREAS DOES THE IT FACULTY EXCEL ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ CAN YOU PROVIDE DETAILS ABOUT THE IT FACULTY FOUNDATION ^,*,*,<srai>when the it faculty established</srai>,it.aiml
0,^ WHAT DISTINGUISHES THE IT ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ HOW HAS THE IT FACULTY CONTRIBUTED TO THE TECH INDUSTRY ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ CAN YOU ELABORATE ON THE OBJECTIVES OF THE IT ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ TELL ME ABOUT THE ROLE OF THE IT FACULTY IN EDUCATION ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ HOW DOES THE IT ^ SUPPORT STUDENTS IN THEIR CAREER PATHS ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ EXPLAIN THE IMPACT OF THE IT ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ WHAT OPPORTUNITIES DOES THE IT ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ IT ^ PREPARE^ ^ STUDENTS ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ DETAIL^ ^ IT ^,*,*,<srai>when the it faculty established</srai>,it.aiml
0,^ IMPACT HAS THE IT ^,*,*,<srai>what is the purpose of it faculty</srai>,it.aiml
0,^ MISSION^ ^ OF THE IT ^,*,*,<srai>^ what ^ is ^ it ^</srai>,it.aiml
0,^ ESTABLISHMENT^ ^ OF THE IT ^,*,*,<srai>^ what ^ is ^ it ^</srai>,it.aiml
0,^ GOAL^ ^ IT ^,*,*,<srai>^ what ^ is ^ it ^</srai>,it.aiml
0,^ YEAR ^ IT ^ ESTABLISHED ^,*,*,<srai>^ what ^ is ^ it ^</srai>,it.aiml
0,^ FOCUS ^ OF THE IT ^,*,*,<srai>^ what ^ is ^ it ^</srai>,it.aiml
0,^ PROGRAM^ OFFERED BY THE IT ^,*,*,<srai>^ what ^ is ^ it ^</srai>,it.aiml
0,^ WHAT QUALIFICATION^ DO IT ^,*,*,<srai>^ what ^ is ^ it ^</srai>,it.aiml
0,^ FIELD^ COVER^ ^ IT ^,*,*,<srai>^ what ^ is ^ it ^</srai>,it.aiml
0,^ INFORMATION TECHNOLOGY ^ COURSES ^ OFFERED,*,*,<srai>^ what ^ is ^ it ^</srai>,it.aiml
0,^ ROLE^ ^ IT ^,*,*,<srai>^ what ^ is ^ it ^</srai>,it.aiml
0,^ ACHIEVEMENT^ ^ IT ^,*,*,<srai>^ what ^ is ^ it ^</srai>,it.aiml
